CONCEPT_ID
1367571
1367595
1367622
1367623
1367625
1367697
1367698
1367769
19000903
19060941
19062602
19077987
19083194
19084066
19087752
19092915
19127719
19127720
19127721
19127722
19127723
19127724
19127725
19127731
19127732
19127733
19127734
19127735
19127736
19127737
19127738
19127739
19127741
19127742
19127743
19127744
19127745
19127746
19127747
19127748
19127749
19127750
19127751
19127752
19127753
19135695
19135705
19135706
19135718
19135722
19135725
19135726
19135727
19135728
21027559
21027560
21027561
21027562
21027563
21027564
21028657
21028658
21029031
21029167
21029168
21029640
21029641
21030369
21037321
21037322
21037323
21037324
21037325
21037326
21037327
21038463
21038464
21038833
21038834
21038835
21038836
21039018
21039160
21040173
21040174
21047223
21047224
21047225
21047226
21047227
21048269
21048270
21048271
21048430
21048659
21048660
21048661
21048662
21048828
21048829
21048943
21048944
21048945
21049136
21049319
21049320
21049321
21049946
21049986
21056967
21056968
21058172
21058404
21058562
21058710
21058890
21058891
21059006
21059084
21066814
21066815
21066816
21067948
21067949
21067950
21067951
21068337
21068338
21068339
21068340
21068341
21068342
21068343
21068635
21068927
21068928
21076714
21076715
21076716
21077786
21077787
21077930
21078138
21078139
21078140
21078141
21078269
21078389
21078390
21078691
21078776
21078777
21078778
21078779
21078878
21086474
21086475
21086476
21086477
21086478
21086479
21087529
21087530
21087531
21087532
21087687
21087880
21087881
21087882
21087883
21087884
21087885
21087886
21087887
21088053
21096219
21096220
21096221
21097343
21097344
21097480
21097481
21097699
21097700
21097701
21097702
21097884
21098003
21098004
21098297
21098382
21099140
21106099
21106100
21106101
21106102
21106103
21107199
21107200
21107342
21107343
21107344
21107566
21107567
21107743
21108218
21108219
21108299
21108300
21108902
21115873
21115874
21115875
21115876
21115877
21116947
21117296
21117297
21117298
21117299
21117300
21117301
21117302
21117303
21117480
21117481
21118060
21118640
21118641
21118642
21125548
21125549
21127038
21127039
21127040
21127041
21127225
21127333
21127627
21128404
21135434
21135435
21135436
21135437
21136561
21136562
21136563
21136564
21136925
21136926
21136927
21137095
21137220
21137221
21137222
21137405
21137406
21137511
21137512
21137513
21145311
21145312
21145313
21145314
21146410
21146411
21146549
21146550
21146794
21146795
21146796
21146797
21146798
21146944
21146945
21147418
21147510
21155261
21155262
21155263
21155264
21155265
21155266
21155267
21155268
21156383
21156384
21156385
21156386
21156387
21156518
21156767
21156768
21156769
21156770
21156771
21156772
21156773
21156774
21157053
21157054
21157405
21158151
21165076
21165077
21166159
21166283
21166284
21166502
21166503
21166504
21166505
21166688
21167088
21167146
21174807
21174808
21175892
21175893
21175894
21175895
21175896
21175897
21176277
21176278
21176279
21176449
21176762
21176876
21176877
21176938
36218786
36226816
36226817
36226818
36226819
36226820
40047012
40047365
40047374
40047376
40126206
40141834
40143188
40160499
42479550
42480142
42480143
42480707
42483085
42902723
43134654
43134655
43134656
43134657
43134658
43134659
43134660
43141416
43142746
43142847
43142944
43142945
43142946
43145561
43145562
43145563
43145564
43152466
43153891
43153983
43154037
43154107
43156780
43156781
43156782
43156783
43156784
43156785
43156786
43163627
43163938
43164904
43164905
43164932
43165110
43167729
43167730
43167731
43167732
43171395
43174631
43174632
43174958
43174959
43175953
43176020
43176121
43178779
43178780
43178781
43182384
43182385
43185428
43185486
43185818
43186968
43186969
43187034
43189697
43189698
43189699
43193347
43196412
43196801
43196802
43197895
43197956
43197993
43197994
43200708
43200709
43204345
43207381
43207382
43207721
43207722
43208736
43208737
43208738
43208739
43208809
43208810
43208859
43208911
43208912
43208913
43211521
43211522
43211523
43211524
43215206
43215207
43215208
43218332
43218716
43219743
43219809
43219855
43219856
43257954
43257955
43257956
43258733
43259341
43263362
43263363
43264339
43264340
43264633
43264759
43264760
43265224
43268507
43269643
43269644
43269830
43269831
43269832
43269833
43274375
43274376
43274377
43275195
43275196
43275370
43275689
43276281
43276282
43276283
43276284
43279380
43279707
43279708
43279709
43279710
43280500
43280501
43280710
43280711
43280712
43280713
43280714
43281146
43281606
43284796
43285128
43285129
43285130
43285131
43285977
43285978
43286169
43286170
43286171
43286172
43286600
43287061
43290547
43291540
43291541
43291981
43292444
43295634
43295635
43295963
43296761
43296942
43296943
44555278
44558313
44570025
44575859
44576786
44577218
44579781
44581562
44583878
44586816
44588765
44591212
44591395
44592198
44592568
44593171
44594817
44594877
44595508
44598053
44598855
44599510
44601344
44605780
44605907
44609666
44609866
44610035
44610180
44610988
44615985
44616644
44617613
44618489
44618987
44621290
44622010
44624885
44626253
44627041
44628485
44628734
44629188
44629441
44629820
44630550
44631782
44633506
44635863
44637382
44638302
44639349
44645442
44647705
44648179
44650847
44651013
44656132
44657985
44658964
44659781
44661182
44661252
44661353
44661757
44661779
44663091
44663362
44666770
44670281
44671147
44671454
44672095
44672096
44674649
44675180
44675746
44676988
44678724
44679004
44679391
44679392
